feat_acc	chrom	start	end	acc	score	strand	FC	neglogPval	neglogQval	summit	feat_chrom	feat_start	feat_end	feat_score	feat_strand	feat_FC	distance
AT1G01010	1	4087	4089	pCAMTA2-22C-mock_S1_peak_3	36	.	2.42873	3.6372	1.35033	4088	1	759	4260	.	+	CDS	0
AT1G01020	1	8382	8384	pCAMTA2-22C-mock_S1_peak_8	19	.	1.94687	1.9741799999999998	0.38226	8383	1	8166	11667	.	-	CDS	0
AT1G01030	1	13082	13084	pCAMTA2-22C-mock_S1_peak_10	18	.	1.8683599999999998	1.8206900000000001	0.38226	13083	1	12440	15941	.	-	CDS	0
AT1G01040	1	23996	23998	pCAMTA2-22C-mock_S1_peak_13	46	.	2.79012	4.61408	1.89419	23997	1	20518	24019	.	+	CDS	0
AT1G01050	1	34177	34179	pCAMTA2-22C-mock_S1_peak_20	19	.	1.8264099999999999	1.9741799999999998	0.38226	34178	1	32170	35671	.	-	CDS	0
AT1G01060	1	38086	38088	pCAMTA2-22C-mock_S1_peak_25	80	.	3.5129	8.02764	4.55508	38087	1	36561	40062	.	-	CDS	0
AT1G01070	1	43834	43836	pCAMTA2-22C-mock_S1_peak_28	19	.	1.94687	1.9741799999999998	0.38226	43835	1	40377	43878	.	-	CDS	0
AT1G01073	1	43834	43836	pCAMTA2-22C-mock_S1_peak_28	19	.	1.94687	1.9741799999999998	0.38226	43835	1	41676	45177	.	+	CDS	0
AT1G01080	1	46666	46668	pCAMTA2-22C-mock_S1_peak_30	33	.	2.2723	3.3312800000000005	1.19949	46667	1	46289	49790	.	-	CDS	0
AT1G01090	1	51086	51088	pCAMTA2-22C-mock_S1_peak_36	35	.	2.3028	3.5051699999999997	1.3367799999999999	51087	1	48666	52167	.	-	CDS	0
AT1G01100	1	53091	53093	pCAMTA2-22C-mock_S1_peak_38	41	.	2.5491900000000003	4.11451	1.64887	53092	1	50454	53955	.	-	CDS	0
