feat_acc	chrom	start	end	acc	score	strand	FC	neglogPval	neglogQval	summit	feat_chrom	feat_start	feat_end	feat_score	feat_strand	feat_FC	distance
AT1G01010	1	2863	2865	HDAC-27-4DAG_S19_peak_7	37	.	3.18433	3.74695	0.78766	2864	1	759	4260	.	+	CDS	0
AT1G01020	1	9932	9934	HDAC-27-4DAG_S19_peak_20	45	.	3.5823699999999996	4.52977	1.43856	9933	1	8166	11667	.	-	CDS	0
AT1G01030	1	14770	14772	HDAC-27-4DAG_S19_peak_28	28	.	2.69797	2.88263	0.35224	14771	1	12440	15941	.	-	CDS	0
AT1G01040	1	22567	22569	HDAC-27-4DAG_S19_peak_35	22	.	2.30041	2.29475	0.13739	22568	1	20518	24019	.	+	CDS	0
AT1G01050	1	34263	34265	HDAC-27-4DAG_S19_peak_53	45	.	3.58544	4.5345	1.43856	34264	1	32170	35671	.	-	CDS	0
AT1G01060	1	39786	39788	HDAC-27-4DAG_S19_peak_61	23	.	2.3902900000000002	2.33714	0.13739	39787	1	36561	40062	.	-	CDS	0
AT1G01070	1	43303	43305	HDAC-27-4DAG_S19_peak_66	23	.	2.3902900000000002	2.33714	0.13739	43304	1	40377	43878	.	-	CDS	0
AT1G01073	1	43303	43305	HDAC-27-4DAG_S19_peak_66	23	.	2.3902900000000002	2.33714	0.13739	43304	1	41676	45177	.	+	CDS	0
AT1G01080	1	46737	46739	HDAC-27-4DAG_S19_peak_68	38	.	3.12094	3.81399	0.8471700000000001	46738	1	46289	49790	.	-	CDS	0
AT1G01090	1	50978	50980	HDAC-27-4DAG_S19_peak_76	23	.	2.3902900000000002	2.33714	0.13739	50979	1	48666	52167	.	-	CDS	0
AT1G01100	1	52330	52332	HDAC-27-4DAG_S19_peak_77	45	.	3.58544	4.5345	1.43856	52331	1	50454	53955	.	-	CDS	0
AT1G01110	1	52330	52332	HDAC-27-4DAG_S19_peak_77	45	.	3.58544	4.5345	1.43856	52331	1	49238	52739	.	+	CDS	0
AT1G01120	1	58722	58724	HDAC-27-4DAG_S19_peak_83	22	.	2.31728	2.23265	0.13739	58723	1	58478	61979	.	-	CDS	0
AT1G01130	1	66209	66211	HDAC-27-4DAG_S19_peak_91	30	.	2.7488799999999998	3.08561	0.41678999999999994	66210	1	63311	66812	.	-	CDS	0
AT1G01140	1	67750	67752	HDAC-27-4DAG_S19_peak_92	23	.	2.3902900000000002	2.33714	0.13739	67751	1	67012	70513	.	-	CDS	0
AT1G01150	1	71818	71820	HDAC-27-4DAG_S19_peak_96	26	.	2.46272	2.64636	0.34741	71819	1	71498	74999	.	-	CDS	0
AT1G01160	1	71818	71820	HDAC-27-4DAG_S19_peak_96	26	.	2.46272	2.64636	0.34741	71819	1	69582	73083	.	+	CDS	0
AT1G01170	1	77121	77123	HDAC-27-4DAG_S19_peak_102	23	.	2.3902900000000002	2.33714	0.13739	77122	1	73943	77444	.	-	CDS	0
AT1G01180	1	75270	75272	HDAC-27-4DAG_S19_peak_100	19	.	2.1438099999999998	1.98525	0.13739	75271	1	72632	76133	.	+	CDS	0
AT1G01190	1	84527	84529	HDAC-27-4DAG_S19_peak_112	37	.	3.18706	3.75107	0.78766	84528	1	84364	87865	.	-	CDS	0
AT1G01200	1	89955	89957	HDAC-27-4DAG_S19_peak_118	20	.	2.15488	2.07871	0.13739	89956	1	87645	91146	.	-	CDS	0
AT1G01210	1	86719	86721	HDAC-27-4DAG_S19_peak_115	26	.	2.56923	2.69247	0.35224	86720	1	85976	89477	.	+	CDS	0
AT1G01220	1	91250	91252	HDAC-27-4DAG_S19_peak_119	36	.	3.1510599999999998	3.69657	0.78766	91251	1	88749	92250	.	+	CDS	0
AT1G01225	1	96401	96403	HDAC-27-4DAG_S19_peak_126	25	.	2.5011200000000002	2.5918099999999997	0.31065	96402	1	93063	96564	.	+	CDS	0
AT1G01230	1	96401	96403	HDAC-27-4DAG_S19_peak_126	25	.	2.5011200000000002	2.5918099999999997	0.31065	96402	1	94619	98120	.	+	CDS	0
AT1G01240	1	100414	100416	HDAC-27-4DAG_S19_peak_128	20	.	2.18096	2.0381400000000003	0.13739	100415	1	97682	101183	.	+	CDS	0
AT1G01250	1	106958	106960	HDAC-27-4DAG_S19_peak_135	17	.	1.9776799999999999	1.7003700000000002	0.029060000000000002	106959	1	104809	108310	.	-	CDS	0
AT1G01260	1	108640	108642	HDAC-27-4DAG_S19_peak_138	19	.	2.1438099999999998	1.98525	0.13739	108641	1	106594	110095	.	+	CDS	0
AT1G01280	1	109814	109816	HDAC-27-4DAG_S19_peak_140	17	.	1.9919099999999998	1.71993	0.029060000000000002	109815	1	109289	112790	.	+	CDS	0
AT1G01290	1	114727	114729	HDAC-27-4DAG_S19_peak_150	30	.	2.78867	3.01665	0.35224	114728	1	111298	114799	.	+	CDS	0
AT1G01300	1	114727	114729	HDAC-27-4DAG_S19_peak_150	30	.	2.78867	3.01665	0.35224	114728	1	114064	117565	.	+	CDS	0
AT1G01305	1	119728	119730	HDAC-27-4DAG_S19_peak_159	37	.	3.18433	3.74695	0.78766	119729	1	116428	119929	.	+	CDS	0
AT1G01310	1	119728	119730	HDAC-27-4DAG_S19_peak_159	37	.	3.18433	3.74695	0.78766	119729	1	117220	120721	.	+	CDS	0
AT1G01320	1	129989	129991	HDAC-27-4DAG_S19_peak_177	28	.	2.6733599999999997	2.84629	0.35224	129990	1	129599	133100	.	-	CDS	0
AT1G01340	1	136357	136359	HDAC-27-4DAG_S19_peak_188	19	.	2.1438099999999998	1.98525	0.13739	136358	1	134716	138217	.	-	CDS	0
AT1G01350	1	134170	134172	HDAC-27-4DAG_S19_peak_184	37	.	3.18706	3.75107	0.78766	134171	1	133731	137232	.	+	CDS	0
AT1G01355	1	136357	136359	HDAC-27-4DAG_S19_peak_188	19	.	2.1438099999999998	1.98525	0.13739	136358	1	135512	139013	.	+	CDS	0
AT1G01360	1	142534	142536	HDAC-27-4DAG_S19_peak_195	30	.	2.78867	3.01665	0.35224	142535	1	139137	142638	.	+	CDS	0
AT1G01370	1	143407	143409	HDAC-27-4DAG_S19_peak_197	37	.	3.16761	3.72163	0.78766	143408	1	140772	144273	.	+	CDS	0
AT1G01380	1	146009	146011	HDAC-27-4DAG_S19_peak_203	26	.	2.46272	2.64636	0.34741	146010	1	144266	147767	.	+	CDS	0
AT1G01390	1	151441	151443	HDAC-27-4DAG_S19_peak_211	37	.	3.18706	3.75107	0.78766	151442	1	149261	152762	.	-	CDS	0
AT1G01400	1	151725	151727	HDAC-27-4DAG_S19_peak_212	23	.	2.3902900000000002	2.33714	0.13739	151726	1	151649	155150	.	-	CDS	0
AT1G01410	1	151441	151443	HDAC-27-4DAG_S19_peak_211	37	.	3.18706	3.75107	0.78766	151442	1	150112	153613	.	+	CDS	0
AT1G01420	1	158678	158680	HDAC-27-4DAG_S19_peak_222	37	.	3.18706	3.75107	0.78766	158679	1	155511	159012	.	-	CDS	0
AT1G01430	1	158678	158680	HDAC-27-4DAG_S19_peak_222	37	.	3.18706	3.75107	0.78766	158679	1	158036	161537	.	-	CDS	0
AT1G01440	1	165112	165114	HDAC-27-4DAG_S19_peak_230	45	.	3.58544	4.5345	1.43856	165113	1	161719	165220	.	-	CDS	0
AT1G01450	1	165112	165114	HDAC-27-4DAG_S19_peak_230	45	.	3.58544	4.5345	1.43856	165113	1	165017	168518	.	-	CDS	0
AT1G01453	1	170413	170415	HDAC-27-4DAG_S19_peak_235	23	.	2.3902900000000002	2.33714	0.13739	170414	1	167298	170799	.	-	CDS	0
AT1G01460	1	167709	167711	HDAC-27-4DAG_S19_peak_233	17	.	1.9919099999999998	1.71993	0.029060000000000002	167710	1	166114	169615	.	+	CDS	0
AT1G01470	1	173666	173668	HDAC-27-4DAG_S19_peak_244	25	.	2.5011200000000002	2.5918099999999997	0.31065	173667	1	172326	175827	.	-	CDS	0
AT1G01471	1	173666	173668	HDAC-27-4DAG_S19_peak_244	25	.	2.5011200000000002	2.5918099999999997	0.31065	173667	1	170250	173751	.	+	CDS	0
AT1G01480	1	173666	173668	HDAC-27-4DAG_S19_peak_244	25	.	2.5011200000000002	2.5918099999999997	0.31065	173667	1	172861	176362	.	+	CDS	0
AT1G01490	1	183660	183662	HDAC-27-4DAG_S19_peak_254	17	.	1.9919099999999998	1.71993	0.029060000000000002	183661	1	181566	185067	.	-	CDS	0
AT1G01500	1	183660	183662	HDAC-27-4DAG_S19_peak_254	17	.	1.9919099999999998	1.71993	0.029060000000000002	183661	1	182259	185760	.	+	CDS	0
AT1G01510	1	187239	187241	HDAC-27-4DAG_S19_peak_258	30	.	2.78867	3.01665	0.35224	187240	1	184234	187735	.	+	CDS	0
AT1G01520	1	188096	188098	HDAC-27-4DAG_S19_peak_260	37	.	3.18706	3.75107	0.78766	188097	1	187595	191096	.	+	CDS	0
AT1G01530	1	193640	193642	HDAC-27-4DAG_S19_peak_270	30	.	2.78629	3.01313	0.35224	193641	1	193162	196663	.	-	CDS	0
AT1G01540	1	193640	193642	HDAC-27-4DAG_S19_peak_270	30	.	2.78629	3.01313	0.35224	193641	1	192979	196480	.	+	CDS	0
AT1G01550	1	200598	200600	HDAC-27-4DAG_S19_peak_277	23	.	2.3902900000000002	2.33714	0.13739	200599	1	197525	201026	.	+	CDS	0
AT1G01560	1	200598	200600	HDAC-27-4DAG_S19_peak_277	23	.	2.3902900000000002	2.33714	0.13739	200599	1	199344	202845	.	+	CDS	0
AT1G01570	1	203648	203650	HDAC-27-4DAG_S19_peak_284	45	.	3.58544	4.5345	1.43856	203649	1	202175	205676	.	+	CDS	0
AT1G01580	1	207302	207304	HDAC-27-4DAG_S19_peak_291	25	.	2.5011200000000002	2.5918099999999997	0.31065	207303	1	206394	209895	.	+	CDS	0
AT1G01590	1	214537	214539	HDAC-27-4DAG_S19_peak_296	30	.	2.78867	3.01665	0.35224	214538	1	211228	214729	.	+	CDS	0
AT1G01600	1	217253	217255	HDAC-27-4DAG_S19_peak_298	30	.	2.78867	3.01665	0.35224	217254	1	216199	219700	.	+	CDS	0
AT1G01610	1	226599	226601	HDAC-27-4DAG_S19_peak_308	30	.	2.78867	3.01665	0.35224	226600	1	223755	227256	.	-	CDS	0
AT1G01620	1	227045	227047	HDAC-27-4DAG_S19_peak_309	17	.	1.9919099999999998	1.71993	0.029060000000000002	227046	1	226676	230177	.	-	CDS	0
AT1G01630	1	226599	226601	HDAC-27-4DAG_S19_peak_308	30	.	2.78867	3.01665	0.35224	226600	1	226205	229706	.	+	CDS	0
AT1G01640	1	234373	234375	HDAC-27-4DAG_S19_peak_313	23	.	2.3902900000000002	2.33714	0.13739	234374	1	231415	234916	.	-	CDS	0
AT1G01650	1	237179	237181	HDAC-27-4DAG_S19_peak_317	30	.	2.78867	3.01665	0.35224	237180	1	237147	240648	.	-	CDS	0
AT1G01660	1	243721	243723	HDAC-27-4DAG_S19_peak_328	30	.	2.78867	3.01665	0.35224	243722	1	242108	245609	.	-	CDS	0
AT1G01670	1	247534	247536	HDAC-27-4DAG_S19_peak_335	36	.	3.11847	3.64722	0.78766	247535	1	244663	248164	.	-	CDS	0
AT1G01680	1	251067	251069	HDAC-27-4DAG_S19_peak_340	37	.	3.18706	3.75107	0.78766	251068	1	247829	251330	.	-	CDS	0
AT1G01690	1	247534	247536	HDAC-27-4DAG_S19_peak_335	36	.	3.11847	3.64722	0.78766	247535	1	246241	249742	.	+	CDS	0
AT1G01695	1	252444	252446	HDAC-27-4DAG_S19_peak_344	41	.	3.36891	4.1998	1.18718	252445	1	249946	253447	.	+	CDS	0
AT1G01700	1	261279	261281	HDAC-27-4DAG_S19_peak_356	23	.	2.3902900000000002	2.33714	0.13739	261280	1	260974	264475	.	-	CDS	0
AT1G01710	1	261279	261281	HDAC-27-4DAG_S19_peak_356	23	.	2.3902900000000002	2.33714	0.13739	261280	1	259949	263450	.	+	CDS	0
AT1G01720	1	267877	267879	HDAC-27-4DAG_S19_peak_361	45	.	3.58544	4.5345	1.43856	267878	1	265470	268971	.	+	CDS	0
AT1G01725	1	273044	273046	HDAC-27-4DAG_S19_peak_373	30	.	2.78867	3.01665	0.35224	273045	1	270235	273736	.	-	CDS	0
AT1G01730	1	270934	270936	HDAC-27-4DAG_S19_peak_368	25	.	2.5011200000000002	2.5918099999999997	0.31065	270935	1	268001	271502	.	+	CDS	0
AT1G01740	1	274420	274422	HDAC-27-4DAG_S19_peak_374	17	.	1.9919099999999998	1.71993	0.029060000000000002	274421	1	273739	277240	.	-	CDS	0
AT1G01750	1	273044	273046	HDAC-27-4DAG_S19_peak_373	30	.	2.78867	3.01665	0.35224	273045	1	272527	276028	.	+	CDS	0
AT1G01760	1	278871	278873	HDAC-27-4DAG_S19_peak_382	30	.	2.78867	3.01665	0.35224	278872	1	277948	281449	.	-	CDS	0
AT1G01770	1	278871	278873	HDAC-27-4DAG_S19_peak_382	30	.	2.78867	3.01665	0.35224	278872	1	275758	279259	.	+	CDS	0
AT1G01780	1	281758	281760	HDAC-27-4DAG_S19_peak_385	23	.	2.3902900000000002	2.33714	0.13739	281759	1	279918	283419	.	+	CDS	0
AT1G01790	1	283092	283094	HDAC-27-4DAG_S19_peak_387	23	.	2.3902900000000002	2.33714	0.13739	283093	1	281780	285281	.	+	CDS	0
AT1G01800	1	292943	292945	HDAC-27-4DAG_S19_peak_407	39	.	3.21572	3.96185	0.96335	292944	1	290395	293896	.	+	CDS	0
AT1G01810	1	292943	292945	HDAC-27-4DAG_S19_peak_407	39	.	3.21572	3.96185	0.96335	292944	1	292241	295742	.	+	CDS	0
AT1G01820	1	298639	298641	HDAC-27-4DAG_S19_peak_414	17	.	1.9919099999999998	1.71993	0.029060000000000002	298640	1	297223	300724	.	-	CDS	0
AT1G01830	1	301146	301148	HDAC-27-4DAG_S19_peak_416	43	.	3.31521	4.30346	1.28385	301147	1	299941	303442	.	-	CDS	0
AT1G01840	1	301146	301148	HDAC-27-4DAG_S19_peak_416	43	.	3.31521	4.30346	1.28385	301147	1	300649	304150	.	+	CDS	0
AT1G01860	1	306887	306889	HDAC-27-4DAG_S19_peak_425	30	.	2.78867	3.01665	0.35224	306888	1	305775	309276	.	-	CDS	0
AT1G01880	1	310760	310762	HDAC-27-4DAG_S19_peak_427	30	.	2.78867	3.01665	0.35224	310761	1	308491	311992	.	-	CDS	0
AT1G01900	1	310760	310762	HDAC-27-4DAG_S19_peak_427	30	.	2.78867	3.01665	0.35224	310761	1	307331	310832	.	+	CDS	0
AT1G01910	1	316108	316110	HDAC-27-4DAG_S19_peak_434	30	.	2.78867	3.01665	0.35224	316109	1	315331	318832	.	-	CDS	0
AT1G01920	1	316108	316110	HDAC-27-4DAG_S19_peak_434	30	.	2.78867	3.01665	0.35224	316109	1	313203	316704	.	+	CDS	0
AT1G01930	1	324115	324117	HDAC-27-4DAG_S19_peak_448	37	.	3.18706	3.75107	0.78766	324116	1	322309	325810	.	-	CDS	0
AT1G01940	1	320318	320320	HDAC-27-4DAG_S19_peak_441	30	.	2.78867	3.01665	0.35224	320319	1	320081	323582	.	+	CDS	0
AT1G01950	1	324115	324117	HDAC-27-4DAG_S19_peak_448	37	.	3.18706	3.75107	0.78766	324116	1	322472	325973	.	+	CDS	0
AT1G01960	1	337295	337297	HDAC-27-4DAG_S19_peak_475	17	.	1.9919099999999998	1.71993	0.029060000000000002	337296	1	337082	340583	.	-	CDS	0
AT1G01970	1	336581	336583	HDAC-27-4DAG_S19_peak_473	37	.	3.18706	3.75107	0.78766	336582	1	335537	339038	.	+	CDS	0
AT1G01980	1	343509	343511	HDAC-27-4DAG_S19_peak_483	30	.	2.78867	3.01665	0.35224	343510	1	341499	345000	.	-	CDS	0
AT1G01990	1	346723	346725	HDAC-27-4DAG_S19_peak_487	23	.	2.3902900000000002	2.33714	0.13739	346724	1	343699	347200	.	-	CDS	0
AT1G02000	1	343509	343511	HDAC-27-4DAG_S19_peak_483	30	.	2.78867	3.01665	0.35224	343510	1	343051	346552	.	+	CDS	0
AT1G02010	1	347576	347578	HDAC-27-4DAG_S19_peak_488	27	.	2.62026	2.76785	0.35224	347577	1	345045	348546	.	+	CDS	0
AT1G02020	1	356201	356203	HDAC-27-4DAG_S19_peak_497	30	.	2.78867	3.01665	0.35224	356202	1	354345	357846	.	-	CDS	0
AT1G02030	1	356201	356203	HDAC-27-4DAG_S19_peak_497	30	.	2.78867	3.01665	0.35224	356202	1	355688	359189	.	-	CDS	0
AT1G02040	1	359874	359876	HDAC-27-4DAG_S19_peak_505	37	.	3.18706	3.75107	0.78766	359875	1	358578	362079	.	-	CDS	0
AT1G02050	1	360951	360953	HDAC-27-4DAG_S19_peak_506	25	.	2.5011200000000002	2.5918099999999997	0.31065	360952	1	359941	363442	.	-	CDS	0
AT1G02060	1	364908	364910	HDAC-27-4DAG_S19_peak_509	19	.	2.1438099999999998	1.98525	0.13739	364909	1	362550	366051	.	-	CDS	0
