1	3991	3993	gELF3myc-17C_S10_peak_1	21	.	2.01701	2.11983	0.32653000000000004	3992
1	5473	5475	gELF3myc-17C_S10_peak_2	36	.	2.6221200000000002	3.6059400000000004	1.06667	5474
1	12390	12392	gELF3myc-17C_S10_peak_3	25	.	2.1886099999999997	2.52575	0.50749	12391
1	26759	26761	gELF3myc-17C_S10_peak_4	16	.	1.8153099999999998	1.69607	0.1999	26760
1	28962	28964	gELF3myc-17C_S10_peak_5	33	.	2.5084400000000002	3.3825800000000004	1.00251	28963
1	30609	30611	gELF3myc-17C_S10_peak_6	36	.	2.6221200000000002	3.6059400000000004	1.06667	30610
1	31391	31393	gELF3myc-17C_S10_peak_7	25	.	2.2187200000000002	2.58112	0.50749	31392
1	33438	33440	gELF3myc-17C_S10_peak_8	21	.	1.9267400000000001	2.11876	0.32653000000000004	33439
1	33676	33678	gELF3myc-17C_S10_peak_9	14	.	1.6726599999999998	1.4561600000000001	0.1999	33677
1	34457	34459	gELF3myc-17C_S10_peak_10	30	.	2.42042	3.07728	0.7430399999999999	34458
1	35054	35056	gELF3myc-17C_S10_peak_11	33	.	2.5084400000000002	3.3825800000000004	1.00251	35055
1	36716	36718	gELF3myc-17C_S10_peak_12	26	.	2.06221	2.6710599999999998	0.58402	36717
1	37903	37905	gELF3myc-17C_S10_peak_13	21	.	2.01701	2.11983	0.32653000000000004	37904
1	40122	40124	gELF3myc-17C_S10_peak_14	25	.	2.2187200000000002	2.58112	0.50749	40123
1	42186	42188	gELF3myc-17C_S10_peak_15	26	.	2.2017599999999997	2.6577	0.57231	42187
1	47310	47312	gELF3myc-17C_S10_peak_16	30	.	2.42042	3.07728	0.7430399999999999	47311
1	48056	48058	gELF3myc-17C_S10_peak_17	21	.	2.01701	2.11983	0.32653000000000004	48057
1	51371	51373	gELF3myc-17C_S10_peak_18	19	.	1.92957	1.9651299999999998	0.32653000000000004	51372
1	52364	52366	gELF3myc-17C_S10_peak_19	25	.	2.2187200000000002	2.58112	0.50749	52365
1	58553	58555	gELF3myc-17C_S10_peak_20	28	.	2.32642	2.89797	0.7430399999999999	58554
1	60793	60795	gELF3myc-17C_S10_peak_21	19	.	1.8480900000000002	1.96291	0.32653000000000004	60794
1	61781	61783	gELF3myc-17C_S10_peak_22	24	.	2.12059	2.49982	0.50749	61782
1	63378	63380	gELF3myc-17C_S10_peak_23	26	.	2.2216	2.69613	0.60775	63379
1	64061	64063	gELF3myc-17C_S10_peak_24	14	.	1.6492099999999998	1.41675	0.17599	64062
1	64850	64852	gELF3myc-17C_S10_peak_25	17	.	1.7661799999999999	1.73695	0.22678	64851
1	69011	69013	gELF3myc-17C_S10_peak_26	28	.	2.31548	2.877	0.7430399999999999	69012
