feat_acc	chrom	start	end	acc	score	strand	FC	neglogPval	neglogQval	summit	feat_chrom	feat_start	feat_end	feat_score	feat_strand	feat_FC	distance
AT1G01010	1	2288	2290	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_1	22	.	1.8879700000000001	2.2671099999999997	0.34883000000000003	2289	1	759	4260	.	+	CDS	0
AT1G01020	1	8165	8167	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_3	35	.	2.31705	3.57956	0.72713	8166	1	8166	11667	.	-	CDS	0
AT1G01030	1	15509	15511	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_7	15	.	1.64999	1.50312	0.10593	15510	1	12440	15941	.	-	CDS	0
AT1G01050	1	34072	34074	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_13	40	.	2.40898	4.00826	0.9909600000000001	34073	1	32170	35671	.	-	CDS	0
AT1G01060	1	37112	37114	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_14	17	.	1.7654900000000002	1.75217	0.10593	37113	1	36561	40062	.	-	CDS	0
AT1G01070	1	42178	42180	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_16	22	.	1.8379599999999998	2.26281	0.34883000000000003	42179	1	40377	43878	.	-	CDS	0
AT1G01073	1	42178	42180	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_16	22	.	1.8379599999999998	2.26281	0.34883000000000003	42179	1	41676	45177	.	+	CDS	0
AT1G01080	1	49669	49671	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_19	11	.	1.39418	1.1163100000000001	0.052489999999999995	49670	1	46289	49790	.	-	CDS	0
AT1G01090	1	51570	51572	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_20	23	.	1.81187	2.33059	0.35705	51571	1	48666	52167	.	-	CDS	0
AT1G01100	1	52179	52181	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_21	27	.	2.04127	2.78267	0.49849	52180	1	50454	53955	.	-	CDS	0
AT1G01110	1	52179	52181	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_21	27	.	2.04127	2.78267	0.49849	52180	1	49238	52739	.	+	CDS	0
AT1G01115	1	56864	56866	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_22	15	.	1.59945	1.56797	0.10593	56865	1	53623	57124	.	+	CDS	0
AT1G01130	1	64078	64080	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_23	25	.	1.91803	2.59538	0.47684	64079	1	63311	66812	.	-	CDS	0
AT1G01140	1	68510	68512	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_24	32	.	2.09177	3.20989	0.664	68511	1	67012	70513	.	-	CDS	0
AT1G01160	1	70937	70939	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_26	17	.	1.7654900000000002	1.75217	0.10593	70938	1	69582	73083	.	+	CDS	0
AT1G01190	1	87424	87426	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_31	17	.	1.7654900000000002	1.75217	0.10593	87425	1	84364	87865	.	-	CDS	0
AT1G01210	1	87424	87426	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_31	17	.	1.7654900000000002	1.75217	0.10593	87425	1	85976	89477	.	+	CDS	0
AT1G01225	1	96458	96460	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_32	14	.	1.4810299999999998	1.4269399999999999	0.10593	96459	1	93063	96564	.	+	CDS	0
AT1G01230	1	96952	96954	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_33	17	.	1.67356	1.75217	0.10593	96953	1	94619	98120	.	+	CDS	0
AT1G01240	1	101176	101178	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_40	40	.	2.40898	4.00826	0.9909600000000001	101177	1	97682	101183	.	+	CDS	0
AT1G01250	1	107283	107285	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_43	42	.	2.4369099999999997	4.2744	1.20879	107284	1	104809	108310	.	-	CDS	0
AT1G01260	1	107283	107285	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_43	42	.	2.4369099999999997	4.2744	1.20879	107284	1	106594	110095	.	+	CDS	0
AT1G01280	1	111366	111368	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_44	23	.	1.81187	2.33059	0.35705	111367	1	109289	112790	.	+	CDS	0
AT1G01290	1	111366	111368	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_44	23	.	1.81187	2.33059	0.35705	111367	1	111298	114799	.	+	CDS	0
AT1G01300	1	116799	116801	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_45	13	.	1.5240200000000002	1.31211	0.10593	116800	1	114064	117565	.	+	CDS	0
AT1G01305	1	119478	119480	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_47	32	.	2.1781900000000003	3.20989	0.664	119479	1	116428	119929	.	+	CDS	0
AT1G01310	1	119478	119480	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_47	32	.	2.1781900000000003	3.20989	0.664	119479	1	117220	120721	.	+	CDS	0
AT1G01340	1	135421	135423	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_53	24	.	1.8257299999999999	2.46164	0.37564000000000003	135422	1	134716	138217	.	-	CDS	0
AT1G01350	1	135421	135423	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_53	24	.	1.8257299999999999	2.46164	0.37564000000000003	135422	1	133731	137232	.	+	CDS	0
AT1G01360	1	139754	139756	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_54	35	.	2.22231	3.5718300000000003	0.72713	139755	1	139137	142638	.	+	CDS	0
AT1G01370	1	143198	143200	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_56	15	.	1.50481	1.53995	0.10593	143199	1	140772	144273	.	+	CDS	0
AT1G01380	1	147238	147240	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_58	27	.	2.04127	2.78267	0.49849	147239	1	144266	147767	.	+	CDS	0
AT1G01390	1	149974	149976	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_60	17	.	1.67356	1.75217	0.10593	149975	1	149261	152762	.	-	CDS	0
AT1G01400	1	153842	153844	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_61	20	.	1.8574099999999998	2.07239	0.22008000000000005	153843	1	151649	155150	.	-	CDS	0
AT1G01420	1	157619	157621	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_63	31	.	2.1332	3.17075	0.63723	157620	1	155511	159012	.	-	CDS	0
AT1G01430	1	159588	159590	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_64	27	.	2.0018	2.73458	0.49849	159589	1	158036	161537	.	-	CDS	0
AT1G01440	1	163739	163741	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_66	35	.	2.31705	3.57956	0.72713	163740	1	161719	165220	.	-	CDS	0
AT1G01450	1	166535	166537	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_67	29	.	2.00831	2.9763599999999997	0.61106	166536	1	165017	168518	.	-	CDS	0
AT1G01460	1	166535	166537	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_67	29	.	2.00831	2.9763599999999997	0.61106	166536	1	166114	169615	.	+	CDS	0
AT1G01470	1	173540	173542	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_70	29	.	2.00831	2.9763599999999997	0.61106	173541	1	172326	175827	.	-	CDS	0
AT1G01471	1	173540	173542	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_70	29	.	2.00831	2.9763599999999997	0.61106	173541	1	170250	173751	.	+	CDS	0
AT1G01480	1	173540	173542	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_70	29	.	2.00831	2.9763599999999997	0.61106	173541	1	172861	176362	.	+	CDS	0
AT1G01490	1	183492	183494	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_77	24	.	1.94934	2.41624	0.35705	183493	1	181566	185067	.	-	CDS	0
AT1G01500	1	183492	183494	1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peak_77	24	.	1.94934	2.41624	0.35705	183493	1	182259	185760	.	+	CDS	0
