feat_acc	chrom	start	end	acc	score	strand	FC	neglogPval	neglogQval	summit	feat_chrom	feat_start	feat_end	feat_score	feat_strand	feat_FC	distance
AT1G01010	1	2452	2454	4195-8-1-17C_S12_peak_3	31	.	2.22113	3.1423	1.16926	2453	1	759	4260	.	+	CDS	0
AT1G01020	1	10372	10374	4195-8-1-17C_S12_peak_9	28	.	2.25768	2.88032	1.06079	10373	1	8166	11667	.	-	CDS	0
AT1G01040	1	23953	23955	4195-8-1-17C_S12_peak_13	57	.	3.2198599999999997	5.7687	2.90287	23954	1	20518	24019	.	+	CDS	0
AT1G01050	1	33786	33788	4195-8-1-17C_S12_peak_23	27	.	2.0823099999999997	2.71671	0.9515100000000001	33787	1	32170	35671	.	-	CDS	0
AT1G01060	1	37035	37037	4195-8-1-17C_S12_peak_29	30	.	2.32545	3.0173400000000004	1.06079	37036	1	36561	40062	.	-	CDS	0
AT1G01070	1	41174	41176	4195-8-1-17C_S12_peak_32	19	.	1.80467	1.9444599999999999	0.58826	41175	1	40377	43878	.	-	CDS	0
AT1G01073	1	42166	42168	4195-8-1-17C_S12_peak_33	17	.	1.78532	1.77302	0.45528	42167	1	41676	45177	.	+	CDS	0
AT1G01080	1	46660	46662	4195-8-1-17C_S12_peak_35	39	.	2.4976	3.9217400000000002	1.63841	46661	1	46289	49790	.	-	CDS	0
AT1G01090	1	51510	51512	4195-8-1-17C_S12_peak_41	31	.	2.22113	3.1423	1.16926	51511	1	48666	52167	.	-	CDS	0
AT1G01100	1	51510	51512	4195-8-1-17C_S12_peak_41	31	.	2.22113	3.1423	1.16926	51511	1	50454	53955	.	-	CDS	0
AT1G01110	1	51510	51512	4195-8-1-17C_S12_peak_41	31	.	2.22113	3.1423	1.16926	51511	1	49238	52739	.	+	CDS	0
AT1G01115	1	54418	54420	4195-8-1-17C_S12_peak_43	34	.	2.4767099999999997	3.4568199999999996	1.34495	54419	1	53623	57124	.	+	CDS	0
AT1G01120	1	59065	59067	4195-8-1-17C_S12_peak_47	32	.	2.3335	3.2801199999999997	1.2804200000000001	59066	1	58478	61979	.	-	CDS	0
AT1G01130	1	65242	65244	4195-8-1-17C_S12_peak_49	34	.	2.43135	3.4956199999999997	1.34495	65243	1	63311	66812	.	-	CDS	0
AT1G01140	1	68623	68625	4195-8-1-17C_S12_peak_52	34	.	2.46588	3.4342900000000003	1.34495	68624	1	67012	70513	.	-	CDS	0
AT1G01150	1	72130	72132	4195-8-1-17C_S12_peak_55	47	.	2.8719099999999997	4.78934	2.18662	72131	1	71498	74999	.	-	CDS	0
AT1G01160	1	72130	72132	4195-8-1-17C_S12_peak_55	47	.	2.8719099999999997	4.78934	2.18662	72131	1	69582	73083	.	+	CDS	0
AT1G01170	1	75793	75795	4195-8-1-17C_S12_peak_60	21	.	1.9676900000000002	2.11559	0.58826	75794	1	73943	77444	.	-	CDS	0
AT1G01180	1	73005	73007	4195-8-1-17C_S12_peak_57	45	.	2.8621	4.5910400000000005	2.00315	73006	1	72632	76133	.	+	CDS	0
AT1G01190	1	87016	87018	4195-8-1-17C_S12_peak_67	57	.	3.2198599999999997	5.7687	2.90287	87017	1	84364	87865	.	-	CDS	0
AT1G01200	1	88883	88885	4195-8-1-17C_S12_peak_68	39	.	2.38125	3.90289	1.63841	88884	1	87645	91146	.	-	CDS	0
AT1G01210	1	87016	87018	4195-8-1-17C_S12_peak_67	57	.	3.2198599999999997	5.7687	2.90287	87017	1	85976	89477	.	+	CDS	0
AT1G01220	1	91180	91182	4195-8-1-17C_S12_peak_69	47	.	2.8333	4.70176	2.1069	91181	1	88749	92250	.	+	CDS	0
AT1G01225	1	94616	94618	4195-8-1-17C_S12_peak_74	57	.	3.2198599999999997	5.7687	2.90287	94617	1	93063	96564	.	+	CDS	0
AT1G01230	1	95968	95970	4195-8-1-17C_S12_peak_76	45	.	2.8621	4.5910400000000005	2.00315	95969	1	94619	98120	.	+	CDS	0
