1	Chr01	122581	122582	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_38	138	.	6.1707	13.850629999999999	10.55074	122581	Potri.001G001700	1112	AT5G56360.1	PSL4	calmodulin-binding protein
2	Chr01	122581	122582	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_38	138	.	6.1707	13.850629999999999	10.55074	122581	Potri.001G001800	2296			
7	Chr01	130378	130379	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_41	164	.	6.99453	16.40859	12.63706	130378	Potri.001G002000	1606	AT3G13460.1	ECT2	evolutionarily conserved C-terminal region 2
9	Chr01	222320	222321	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_81	132	.	6.769839999999999	13.295670000000001	10.106860000000001	222320	Potri.001G003800	1231	AT1G55360.1		Protein of Unknown Function (DUF239)
10	Chr01	316700	316701	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_120	130	.	6.17678	13.02485	9.859689999999999	316700	Potri.001G004800	1110	AT5G19820.1	emb2734	ARM repeat superfamily protein
13	Chr01	659553	659554	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_225	146	.	6.23217	14.683329999999998	11.23441	659553	Potri.001G010300	1232	AT3G58060.1		Cation efflux family protein
15	Chr01	659553	659554	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_225	146	.	6.23217	14.683329999999998	11.23441	659553	Potri.001G010200	2652	AT3G58060.1		Cation efflux family protein
16	Chr01	674067	674068	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_233	159	.	6.15914	15.941360000000001	12.281930000000001	674067	Potri.001G010700	2872	AT3G45240.1	ATSNAK2,GRIK1	geminivirus rep interacting kinase 1
19	Chr01	674067	674068	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_233	159	.	6.15914	15.941360000000001	12.281930000000001	674067	Potri.001G010600	2246	AT2G31945.1		
21	Chr01	684835	684836	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_241	145	.	6.46485	14.51252	11.0926	684835	Potri.001G010900	330	AT5G06700.1	TBR	Plant protein of unknown function (DUF828)
22	Chr01	1071693	1071694	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_354	145	.	6.96267	14.55274	11.1244	1071693	Potri.001G015200	2024			
24	Chr01	1198398	1198399	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_391	142	.	7.066089999999999	14.2141	10.858460000000001	1198398	Potri.001G016600	107	AT5G12900.1		
25	Chr01	1208023	1208024	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_395	184	.	8.57272	18.498829999999998	14.324570000000001	1208023	Potri.001G016700	741	AT5G10400.1		Histone superfamily protein
26	Chr01	1217424	1217425	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_403	124	.	6.70966	12.46236	9.40145	1217424	Potri.001G016900	1046	AT5G10400.1		Histone superfamily protein
28	Chr01	1217424	1217425	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_403	124	.	6.70966	12.46236	9.40145	1217424	Potri.001G016800	2564	AT5G12920.1		Transducin/WD40 repeat-like superfamily protein
29	Chr01	1305897	1305898	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_432	128	.	6.34123	12.835180000000001	9.709719999999999	1305897	Potri.001G018200	139	AT5G12950.1		Putative glycosyl hydrolase of unknown function (DUF1680)
30	Chr01	1412557	1412558	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_465	158	.	7.6889699999999985	15.84785	12.2051	1412557	Potri.001G019300	45			
31	Chr01	1412557	1412558	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_465	158	.	7.6889699999999985	15.84785	12.2051	1412557	Potri.001G019400	1744	AT5G13490.2	AAC2	ADP/ATP carrier 2
33	Chr01	1412557	1412558	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_465	158	.	7.6889699999999985	15.84785	12.2051	1412557	Potri.001G019200	2337	AT1G76870.1		
37	Chr01	1584535	1584536	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_502	109	.	6.0697	10.955969999999999	8.12208	1584535	Potri.001G020800	220	AT2G41540.3	GPDHC1	6-phosphogluconate dehydrogenase family protein
38	Chr01	1594625	1594626	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_505	169	.	7.47443	16.933139999999998	13.080110000000001	1594625	Potri.001G020900	1522	AT3G63440.1	ATCKX6,ATCKX7,CKX6	cytokinin oxidase/dehydrogenase 6
39	Chr01	1608492	1608493	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_508	151	.	6.19534	15.10165	11.59857	1608492	Potri.001G021000	1475	AT5G13460.1	IQD11	IQ-domain 11
43	Chr01	1773960	1773961	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_552	130	.	6.3733900000000006	13.02485	9.859689999999999	1773960	Potri.001G023300	2964	AT4G30880.1		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
44	Chr01	1824472	1824473	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_572	121	.	6.4069400000000005	12.18861	9.15815	1824472	Potri.001G024200	1852	AT2G38780.1		
45	Chr01	1824472	1824473	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_572	121	.	6.4069400000000005	12.18861	9.15815	1824472	Potri.001G024300	1861	AT1G52340.1	ABA2,ATABA2,ATSDR1,GIN1,ISI4,SDR1,SIS4,SRE1	NAD(P)-binding Rossmann-fold superfamily protein
47	Chr01	1874114	1874115	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_592	142	.	6.20265	14.26625	10.90095	1874114	Potri.001G025200	685	AT1G33720.1	CYP76C6	cytochrome P450, family 76, subfamily C, polypeptide 6
50	Chr01	1933051	1933052	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_605	134	.	6.36174	13.436720000000001	10.2171	1933051	Potri.001G026300	1118	AT3G54470.1		uridine 5\'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS)
51	Chr01	1985566	1985567	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_617	159	.	7.19917	15.93005	12.274610000000001	1985566	Potri.001G027000	774	AT3G57040.1	ARR9,ATRR4	response regulator 9
53	Chr01	1986204	1986205	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_618	119	.	6.64049	11.91328	8.926960000000003	1986204	Potri.001G027000	136	AT3G57040.1	ARR9,ATRR4	response regulator 9
55	Chr01	2048851	2048852	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_637	204	.	8.12759	20.45059	15.871310000000001	2048851	Potri.001G027500	2392	AT1G08590.1		Leucine-rich receptor-like protein kinase family protein
57	Chr01	2071392	2071393	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_649	214	.	8.1245	21.41391	16.6054	2071392	Potri.001G027900	237	AT3G07960.1		Phosphatidylinositol-4-phosphate 5-kinase family protein
58	Chr01	2132625	2132626	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_668	156	.	6.49867	15.606229999999998	11.98385	2132625	Potri.001G028800	1807			
60	Chr01	2132625	2132626	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_668	156	.	6.49867	15.606229999999998	11.98385	2132625	Potri.001G028700	2183	AT5G36930.2		Disease resistance protein (TIR-NBS-LRR class) family
64	Chr01	2322622	2322623	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_748	155	.	6.1920699999999975	15.52104	11.914660000000001	2322622	Potri.001G031600	733	AT5G47530.1		Auxin-responsive family protein
65	Chr01	2322622	2322623	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_748	155	.	6.1920699999999975	15.52104	11.914660000000001	2322622	Potri.001G031700	1018	AT5G09860.1	AtHPR1,AtTHO1,HPR1,THO1	nuclear matrix protein-related
67	Chr01	2404784	2404785	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_771	135	.	6.47909	13.517729999999998	10.282589999999999	2404784	Potri.001G032700	2259	AT5G55230.2	ATMAP65-1,MAP65-1	microtubule-associated proteins 65-1
68	Chr01	2404784	2404785	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_771	135	.	6.47909	13.517729999999998	10.282589999999999	2404784	Potri.001G032800	775	AT2G26710.1	BAS1,CYP72B1,CYP734A1	Cytochrome P450 superfamily protein
70	Chr01	2416191	2416192	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_774	135	.	6.14705	13.58947	10.323260000000001	2416191	Potri.001G033000	1749	AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
