Chr01	33015	33581	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_10	154	.	6.50016	15.45244	11.86058	405
Chr01	122397	122750	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_38	138	.	6.1707	13.850629999999999	10.55074	184
Chr01	130239	130524	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_41	164	.	6.99453	16.40859	12.63706	139
Chr01	222153	222495	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_81	132	.	6.769839999999999	13.295670000000001	10.106860000000001	167
Chr01	316548	316963	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_120	130	.	6.17678	13.02485	9.859689999999999	152
Chr01	571094	571500	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_203	158	.	6.91321	15.850810000000001	12.20791	244
Chr01	659209	659728	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_225	146	.	6.23217	14.683329999999998	11.23441	344
Chr01	673879	674358	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_233	159	.	6.15914	15.941360000000001	12.281930000000001	188
Chr01	684718	685012	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_241	145	.	6.46485	14.51252	11.0926	117
Chr01	1071553	1072155	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_354	145	.	6.96267	14.55274	11.1244	140
Chr01	1198237	1198528	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_391	142	.	7.066089999999999	14.2141	10.858460000000001	161
Chr01	1207863	1208192	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_395	184	.	8.57272	18.498829999999998	14.324570000000001	160
Chr01	1217286	1217837	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_403	124	.	6.70966	12.46236	9.40145	138
Chr01	1305767	1306031	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_432	128	.	6.34123	12.835180000000001	9.709719999999999	130
Chr01	1412380	1412920	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_465	158	.	7.688969999999999	15.84785	12.2051	177
Chr01	1566716	1567087	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_494	157	.	6.90907	15.74857	12.11561	199
Chr01	1584374	1584691	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_502	109	.	6.0697	10.955969999999999	8.12208	161
Chr01	1594366	1594762	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_505	169	.	7.47443	16.933139999999998	13.080110000000001	259
Chr01	1608303	1608752	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_508	151	.	6.19534	15.10165	11.59857	189
Chr01	1620016	1620327	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_514	139	.	7.11822	13.97972	10.66072	176
Chr01	1773829	1774107	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_552	130	.	6.3733900000000006	13.02485	9.859689999999999	131
Chr01	1824301	1824868	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_572	121	.	6.4069400000000005	12.18861	9.15815	171
Chr01	1873917	1874237	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_592	142	.	6.20265	14.26625	10.90095	197
Chr01	1932922	1933182	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_605	134	.	6.36174	13.436720000000001	10.2171	129
Chr01	1985385	1985774	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_617	159	.	7.19917	15.93005	12.274610000000001	181
Chr01	1986082	1986342	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_618	119	.	6.64049	11.91328	8.926960000000001	122
Chr01	2008901	2009263	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_624	195	.	9.00347	19.50682	15.127310000000001	208
Chr01	2048613	2048991	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_637	204	.	8.12759	20.45059	15.871310000000001	238
Chr01	2071187	2071549	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_649	214	.	8.1245	21.41391	16.6054	205
Chr01	2132466	2132819	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_668	156	.	6.49867	15.606229999999998	11.98385	159
Chr01	2223035	2223524	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_703	184	.	7.525010000000001	18.44015	14.29759	346
Chr01	2265387	2265676	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_719	148	.	6.11491	14.85949	11.393460000000001	136
Chr01	2322335	2322880	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_748	155	.	6.192069999999999	15.52104	11.914660000000001	287
Chr01	2404581	2404873	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_771	135	.	6.47909	13.517729999999998	10.282589999999999	203
Chr01	2416064	2416385	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_774	135	.	6.14705	13.58947	10.323260000000001	127
Chr01	2532053	2532377	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_820	173	.	7.029839999999999	17.38039	13.43588	161
Chr01	2596740	2597020	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_846	112	.	6.12445	11.20838	8.32708	129
Chr01	2642220	2642643	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_860	99	.	6.03717	9.93731	7.2629	155
Chr01	2652901	2653234	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_864	160	.	6.48412	16.01911	12.3489	192
Chr01	2676482	2676707	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_873	99	.	6.03717	9.93731	7.2629	111
Chr01	2883231	2883458	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_901	119	.	6.43938	11.91328	8.926960000000001	125
Chr01	2975464	2975794	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_922	154	.	6.50016	15.45244	11.86058	134
Chr01	3094682	3095116	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_956	260	.	10.1533	26.06234	20.09605	227
Chr01	3834745	3835121	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1131	183	.	7.4535800000000005	18.36732	14.228	197
Chr01	3950510	3951079	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1178	135	.	6.11174	13.58947	10.323260000000001	165
Chr01	3951952	3952741	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1179	138	.	6.24284	13.850629999999999	10.55074	146
Chr01	3953622	3954127	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1180	224	.	8.06438	22.476689999999998	17.398889999999998	187
Chr01	4261377	4261716	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1268	193	.	8.51801	19.383029999999998	15.0421	187
Chr01	4301096	4301537	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1278	184	.	8.47856	18.498829999999998	14.324570000000001	277
Chr01	4429462	4429752	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1313	150	.	7.54546	15.048770000000001	11.553139999999999	150
Chr01	4469776	4470090	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1319	99	.	6.03717	9.93731	7.2629	156
Chr01	4521337	4521630	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1334	146	.	6.068280000000001	14.62367	11.18539	174
Chr01	4742155	4742468	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1406	165	.	7.37447	16.56338	12.76746	187
Chr01	4753096	4753399	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1412	155	.	6.629460000000001	15.571729999999999	11.95745	152
Chr01	5033156	5033519	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1455	187	.	8.64027	18.7005	14.496089999999999	142
Chr01	5232551	5232825	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1490	118	.	6.14281	11.80597	8.83125	122
Chr01	5294052	5294331	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1508	153	.	6.98721	15.36305	11.79833	134
Chr01	5615368	5615705	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1583	179	.	7.67104	17.9525	13.91	147
Chr01	5750100	5750667	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1627	165	.	7.41565	16.56338	12.76746	405
Chr01	5770574	5770904	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1643	155	.	6.28491	15.52104	11.914660000000001	169
Chr01	5780080	5780772	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1645	145	.	6.015969999999999	14.57725	11.14832	242
Chr01	5782037	5782366	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1647	167	.	6.18352	16.78431	12.97083	166
Chr01	5872350	5872629	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1681	108	.	6.09734	10.84802	8.04552	124
Chr01	5916532	5917173	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1698	147	.	6.5674600000000005	14.78595	11.32872	376
Chr01	5955503	5955864	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1711	142	.	6.20265	14.26625	10.90095	136
Chr01	6040357	6040619	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1734	149	.	6.884589999999999	14.94384	11.46924	135
Chr01	6064004	6064289	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1741	120	.	6.09814	12.093589999999999	9.0769	171
Chr01	6172531	6172969	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1758	215	.	9.036660000000001	21.583820000000003	16.72575	203
Chr01	6322140	6322365	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1801	109	.	6.08745	10.913039999999999	8.09572	104
Chr01	6340461	6340847	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1803	164	.	6.853280000000001	16.40859	12.63706	185
Chr01	6531381	6531694	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1871	174	.	6.8651100000000005	17.49842	13.5246	157
Chr01	6645823	6646224	poplar-11_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_1895	109	.	6.13772	10.913039999999999	8.09572	110
