Chr01	8428	9428	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_2	188	.	8.043389999999999	18.81061	15.538179999999999	8928
Chr01	32640	33640	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_10	149	.	7.3411	14.91572	12.0004	33140
Chr01	89891	90891	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_27	135	.	6.56522	13.52542	10.73424	90391
Chr01	111837	112837	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_35	133	.	6.87265	13.390189999999999	10.61983	112337
Chr01	122124	123124	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_42	143	.	7.0438	14.39025	11.52435	122624
Chr01	129865	130865	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_46	211	.	8.65952	21.15602	17.66986	130365
Chr01	184712	185712	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_68	139	.	6.6052100000000005	13.947729999999998	11.113389999999999	185212
Chr01	206918	207918	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_77	135	.	6.375	13.51421	10.72327	207418
Chr01	221802	222802	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_82	151	.	7.674469999999999	15.1204	12.19735	222302
Chr01	268319	269319	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_98	150	.	6.48036	15.059529999999999	12.13798	268819
Chr01	277195	278195	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_106	173	.	7.1128300000000015	17.38039	14.23945	277695
Chr01	301313	302313	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_115	113	.	6.2786800000000005	11.38584	8.802019999999997	301813
Chr01	310053	311053	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_118	238	.	9.377460000000001	23.892870000000002	20.15948	310553
Chr01	316209	317209	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_123	118	.	6.20331	11.8978	9.26476	316709
Chr01	364254	365254	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_137	125	.	6.06182	12.586260000000001	9.89357	364754
Chr01	406792	407792	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_153	143	.	6.86185	14.39025	11.52435	407292
Chr01	449340	450340	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_165	123	.	7.077489999999999	12.391910000000001	9.71242	449840
Chr01	452761	453761	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_166	235	.	8.573	23.51211	19.80869	453261
Chr01	458134	459134	PtaLHY2-Potri014G106800--S24-166C-_S24_raw_bowtie2_PopTremAlba_nomixed_sorted_rmdup_picard_peak_169	229	.	6.98082	22.98327	19.3387	458634
