1	2306	2806	pCAMTA3-22C-mock_S4_peak_4	27.5	.	2556
1	23135	23635	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_12	29.5	.	23385
1	23765	24265	pCAMTA3-22C-mock_S4_peak_19	35.0	.	24015
1	26815	27315	pCAMTA2-22C-mock_S1_peak_16	31.0	.	27065
1	30142	30642	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_20	26.0	.	30392
1	33192	33692	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_17	29.0	.	33442
1	33476	33976	pCAMTA3-22C-mock_S4_peak_24	29.0	.	33726
1	35695	36195	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_20	30.0	.	35945
1	36803	37303	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27	26.5	.	37053
1	37813	38313	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_28	35.0	.	38063
1	38885	39385	pCAMTA2-22C-mock_S1_peak_26	26.0	.	39135
1	41836	42336	pCAMTA2-22C-mock_S1_peak_27	28.0	.	42086
1	48521	49021	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_25	27.0	.	48771
1	52861	53361	pCAMTA2-22C-mock_S1_peak_38	28.0	.	53111
1	53582	54082	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_44	26.0	.	53832
1	56453	56953	pCAMTA2-22C-mock_S1_peak_41	29.0	.	56703
1	59535	60035	pCAMTA2-22C-mock_S1_peak_47	28.0	.	59785
1	67494	67994	pCAMTA2-22C-mock_S1_peak_52	44.0	.	67744
1	77453	77953	pCAMTA3-22C-cycloheximide_S6_peak_38	28.5	.	77703
1	86636	87136	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_65	36.0	.	86886
1	87311	87811	pCAMTA2-22C-mock_S1_peak_73	31.0	.	87561
1	95274	95774	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_49	25.5	.	95524
1	97614	98114	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_52	37.0	.	97864
1	101048	101548	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_76	28.5	.	101298
1	104376	104876	pCAMTA2-22C-mock_S1_peak_90	33.0	.	104626
1	107588	108088	pCAMTA2-22C-mock_S1_peak_92	26.0	.	107838
1	111234	111734	pCAMTA3-22C-mock_S4_peak_98	27.0	.	111484
1	111831	112331	pCAMTA3-22C-cycloheximide_S6_peak_61	25.5	.	112081
1	112665	113165	pCAMTA3-22C-mock_S4_peak_101	30.0	.	112915
1	117159	117659	pCAMTA3-22C-mock_S4_peak_107	25.5	.	117409
1	118417	118917	pCAMTA3-22C-mock_S4_peak_110	32.0	.	118667
1	118764	119264	pCAMTA2-22C-mock_S1_peak_107	47.0	.	119014
1	119345	119845	pCAMTA2-22C-mock_S1_peak_108	35.0	.	119595
1	126157	126657	pCAMTA3-22C-cycloheximide_S6_peak_79	25.5	.	126407
1	128170	128670	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_72	33.5	.	128420
1	130402	130902	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_104	29.0	.	130652
1	132598	133098	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_105	26.0	.	132848
1	138249	138749	pCAMTA2-22C-mock_S1_peak_126	27.0	.	138499
1	141143	141643	pCAMTA2-22C-mock_S1_peak_129	26.0	.	141393
1	142033	142533	pCAMTA3-22C-cycloheximide_S6_peak_92	28.0	.	142283
1	143111	143611	pCAMTA2-22C-mock_S1_peak_131	26.0	.	143361
1	148282	148782	pCAMTA3-22C-cycloheximide_S6_peak_96	31.0	.	148532
1	149617	150117	pCAMTA2-22C-mock_S1_peak_137	30.5	.	149867
1	152497	152997	pCAMTA2-22C-mock_S1_peak_138	28.0	.	152747
1	153714	154214	pCAMTA2-22C-mock_S1_peak_139	25.5	.	153964
1	154632	155132	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_118	34.0	.	154882
