1	107752	108752	1283-pICE1-22C_S10_Ath-TAIR10_peak_17	86	.	3.93425	8.62677	4.38089	108252
1	309714	310714	1283-pICE1-22C_S10_Ath-TAIR10_peak_50	41	.	2.83267	4.1611	0.79406	310214
1	622648	623648	1283-pICE1-22C_S10_Ath-TAIR10_peak_82	43	.	2.80957	4.35521	0.92153	623148
1	785086	786086	1283-pICE1-22C_S10_Ath-TAIR10_peak_89	57	.	3.31866	5.7439300000000015	1.98549	785586
1	852023	853023	1283-pICE1-22C_S10_Ath-TAIR10_peak_91	51	.	2.93477	5.14133	1.51859	852523
1	943205	944205	1283-pICE1-22C_S10_Ath-TAIR10_peak_99	48	.	2.8879200000000003	4.8515	1.29051	943705
1	1312506	1313506	1283-pICE1-22C_S10_Ath-TAIR10_peak_114	64	.	3.01036	6.41011	2.50515	1313006
1	1938249	1939249	1283-pICE1-22C_S10_Ath-TAIR10_peak_163	45	.	2.9577	4.5698	1.0879	1938749
1	2660427	2661427	1283-pICE1-22C_S10_Ath-TAIR10_peak_212	54	.	3.10554	5.426830000000002	1.7289	2660927
1	2716889	2717889	1283-pICE1-22C_S10_Ath-TAIR10_peak_218	47	.	2.89066	4.78483	1.24298	2717389
1	2990964	2991964	1283-pICE1-22C_S10_Ath-TAIR10_peak_237	70	.	3.48486	7.0291	3.0101400000000003	2991464
1	3156185	3157185	1283-pICE1-22C_S10_Ath-TAIR10_peak_251	51	.	2.80421	5.1382	1.51859	3156685
1	3184910	3185910	1283-pICE1-22C_S10_Ath-TAIR10_peak_252	53	.	3.0406	5.39334	1.71295	3185410
1	3482443	3483443	1283-pICE1-22C_S10_Ath-TAIR10_peak_266	60	.	3.18676	6.0949300000000015	2.25586	3482943
1	3518614	3519614	1283-pICE1-22C_S10_Ath-TAIR10_peak_273	100	.	4.28457	10.09423	5.67589	3519114
1	3521996	3522996	1283-pICE1-22C_S10_Ath-TAIR10_peak_276	70	.	3.41837	7.097389999999999	3.06433	3522496
1	3529158	3530158	1283-pICE1-22C_S10_Ath-TAIR10_peak_278	43	.	2.81526	4.36779	0.93354	3529658
1	3887568	3888568	1283-pICE1-22C_S10_Ath-TAIR10_peak_302	47	.	2.77511	4.75456	1.21597	3888068
1	3994640	3995640	1283-pICE1-22C_S10_Ath-TAIR10_peak_315	64	.	3.18008	6.40804	2.50515	3995140
1	4086059	4087059	1283-pICE1-22C_S10_Ath-TAIR10_peak_322	130	.	4.7914900000000005	13.00694	8.08104	4086559
1	4094563	4095563	1283-pICE1-22C_S10_Ath-TAIR10_peak_323	45	.	2.90947	4.57501	1.08998	4095063
1	4096291	4097291	1283-pICE1-22C_S10_Ath-TAIR10_peak_324	51	.	2.9291	5.12775	1.5147700000000002	4096791
