1	2555	2557	pCAMTA3-22C-mock_S4_peak_4	27.5	.	2556
1	23384	23386	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_12	29.5	.	23385
1	24014	24016	pCAMTA3-22C-mock_S4_peak_19	35.0	.	24015
1	27064	27066	pCAMTA2-22C-mock_S1_peak_16	31.0	.	27065
1	30391	30393	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_20	26.0	.	30392
1	33441	33443	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_17	29.0	.	33442
1	33725	33727	pCAMTA3-22C-mock_S4_peak_24	29.0	.	33726
1	35944	35946	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_20	30.0	.	35945
1	37052	37054	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_27	26.5	.	37053
1	38062	38064	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_28	35.0	.	38063
1	39134	39136	pCAMTA2-22C-mock_S1_peak_26	26.0	.	39135
1	42085	42087	pCAMTA2-22C-mock_S1_peak_27	28.0	.	42086
1	48770	48772	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_25	27.0	.	48771
1	53110	53112	pCAMTA2-22C-mock_S1_peak_38	28.0	.	53111
1	53831	53833	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_44	26.0	.	53832
1	56702	56704	pCAMTA2-22C-mock_S1_peak_41	29.0	.	56703
1	59784	59786	pCAMTA2-22C-mock_S1_peak_47	28.0	.	59785
1	67743	67745	pCAMTA2-22C-mock_S1_peak_52	44.0	.	67744
1	77702	77704	pCAMTA3-22C-cycloheximide_S6_peak_38	28.5	.	77703
1	86885	86887	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_65	36.0	.	86886
1	87560	87562	pCAMTA2-22C-mock_S1_peak_73	31.0	.	87561
1	95523	95525	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_49	25.5	.	95524
1	97863	97865	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_52	37.0	.	97864
1	101297	101299	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_76	28.5	.	101298
1	104625	104627	pCAMTA2-22C-mock_S1_peak_90	33.0	.	104626
1	107837	107839	pCAMTA2-22C-mock_S1_peak_92	26.0	.	107838
1	111483	111485	pCAMTA3-22C-mock_S4_peak_98	27.0	.	111484
1	112080	112082	pCAMTA3-22C-cycloheximide_S6_peak_61	25.5	.	112081
1	112914	112916	pCAMTA3-22C-mock_S4_peak_101	30.0	.	112915
1	117408	117410	pCAMTA3-22C-mock_S4_peak_107	25.5	.	117409
1	118666	118668	pCAMTA3-22C-mock_S4_peak_110	32.0	.	118667
1	119013	119015	pCAMTA2-22C-mock_S1_peak_107	47.0	.	119014
1	119594	119596	pCAMTA2-22C-mock_S1_peak_108	35.0	.	119595
1	126406	126408	pCAMTA3-22C-cycloheximide_S6_peak_79	25.5	.	126407
1	128419	128421	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_72	33.5	.	128420
1	130651	130653	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_104	29.0	.	130652
1	132847	132849	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_105	26.0	.	132848
1	138498	138500	pCAMTA2-22C-mock_S1_peak_126	27.0	.	138499
1	141392	141394	pCAMTA2-22C-mock_S1_peak_129	26.0	.	141393
1	142282	142284	pCAMTA3-22C-cycloheximide_S6_peak_92	28.0	.	142283
1	143360	143362	pCAMTA2-22C-mock_S1_peak_131	26.0	.	143361
1	148531	148533	pCAMTA3-22C-cycloheximide_S6_peak_96	31.0	.	148532
1	149866	149868	pCAMTA2-22C-mock_S1_peak_137	30.5	.	149867
1	152746	152748	pCAMTA2-22C-mock_S1_peak_138	28.0	.	152747
1	153963	153965	pCAMTA2-22C-mock_S1_peak_139	25.5	.	153964
1	154881	154883	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_118	34.0	.	154882
1	155551	155553	pCAMTA2-22C-mock_S1_peak_143	31.0	.	155552
1	156614	156616	pCAMTA2-22C-mock_S1_peak_144	30.0	.	156615
1	159898	159900	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_123	29.0	.	159899
1	160198	160200	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_90	27.0	.	160199
1	167296	167298	pCAMTA2-22C-mock_S1_peak_155	28.0	.	167297
1	173493	173495	pCAMTA2-22C-mock_S1_peak_164	46.0	.	173494
1	177720	177722	pCAMTA2-22C-mock_S1_peak_167	49.0	.	177721
1	180612	180614	pCAMTA2-22C-mock_S1_peak_172	30.0	.	180613
1	182447	182449	pCAMTA2-22C-mock_S1_peak_173	35.0	.	182448
1	183474	183476	pCAMTA2-22C-mock_S1_peak_174	35.0	.	183475
1	184912	184914	pCAMTA2-22C-mock_S1_peak_175	38.0	.	184913
1	186011	186013	pCAMTA3-22C-mock_S4_peak_180	29.0	.	186012
1	192801	192803	pCAMTA3-22C-mock_S4_peak_189	26.0	.	192802
1	194771	194773	pCAMTA2-22C-mock_S1_peak_185	28.0	.	194772
1	199532	199534	pCAMTA3-22C-cycloheximide_S6_peak_142	38.0	.	199533
1	201303	201305	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_122	26.0	.	201304
1	202335	202337	pCAMTA2-22C-mock_S1_peak_195	49.0	.	202336
1	205773	205775	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_164	31.0	.	205774
1	206945	206947	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_128	27.0	.	206946
1	207838	207840	pCAMTA2-22C-mock_S1_peak_200	32.5	.	207839
1	216629	216631	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_168	26.0	.	216630
1	217604	217606	pCAMTA2-22C-mock_S1_peak_209	28.0	.	217605
1	225759	225761	pCAMTA2-22C-mock_S1_peak_219	31.0	.	225760
1	229621	229623	pCAMTA3-22C-cycloheximide_S6_peak_161	29.0	.	229622
1	232323	232325	pCAMTA3-22C-cycloheximide_S6_peak_163	27.0	.	232324
1	238679	238681	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_182	26.0	.	238680
1	242118	242120	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_145	26.0	.	242119
1	245013	245015	pCAMTA2-22C-mock_S1_peak_238	35.0	.	245014
1	248380	248382	pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peak_150	38.0	.	248381
1	248651	248653	pCAMTA2-22C-mock_S1_peak_241	26.0	.	248652
1	251558	251560	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_192	32.0	.	251559
1	251866	251868	pCAMTA3-22C-mock_S4_peak_260	32.0	.	251867
1	260188	260190	pCAMTA3-22C-cycloheximide_S6_peak_183	26.0	.	260189
1	261017	261019	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_196	26.0	.	261018
1	261238	261240	pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peak_197	35.0	.	261239
1	262975	262977	pCAMTA2-22C-mock_S1_peak_247	34.0	.	262976
